Sample No,Job_Retention_V13,Promotion_Opportunities_V24,Job_Interest_V25,No_Work_Life_Balance_V38,Management_Relation_V42,Workplace_Relation_V43,Job_Satisfaction_V44
1288,2,2,2,4,3,2,3
1289,3,2,2,3,2,2,3
1291,1,3,2,4,2,1,3
1296,3,2,2,4,2,1,2
1297,1,2,3,3,2,1,4
1299,2,2,2,3,2,2,4
1300,1,4,2,3,4,4,3
1302,3,1,1,3,2,2,2
1303,2,3,1,2,1,1,3
1304,4,3,2,3,4,4,2
1305,3,4,3,4,2,1,3
1307,4,2,1,2,2,2,2
1310,3,4,1,3,2,1,3
1311,2,3,2,3,2,1,2
1312,4,4,2,4,2,2,3
1315,2,3,2,2,3,2,3
1316,3,1,1,3,1,1,1
1318,3,4,3,1,2,2,3
1321,3,3,3,3,2,2,3
1322,3,5,2,5,2,2,2
1323,3,2,1,2,2,1,3
1326,3,3,1,3,2,2,3
1329,4,2,1,3,2,1,2
1336,4,2,2,5,1,2,1
1337,3,3,2,3,1,1,3
1341,2,3,2,3,2,2,4
1342,3,4,2,2,2,1,3
1343,3,3,1,3,1,1,3
1344,2,3,2,3,3,2,5
1345,3,3,2,3,1,1,3
1347,3,3,1,4,1,2,2
1349,4,3,1,4,2,2,3
1350,4,1,1,3,1,1,3
1353,2,2,1,3,2,2,2
1357,1,4,2,3,2,2,4
1359,2,2,2,3,2,2,3
1367,3,3,1,5,2,1,2
1371,3,3,3,3,2,2,3
1372,1,3,2,5,1,1,1
1373,4,1,1,4,2,2,2
1375,2,3,1,4,2,1,1
1376,2,4,1,3,4,2,3
1377,1,1,1,5,1,1,1
1378,2,3,2,3,3,2,3
1380,3,3,2,3,2,2,2
1381,1,1,1,3,1,1,2
1383,3,3,1,2,1,1,3
1384,1,5,2,5,2,2,3
1385,2,2,1,3,2,2,3
1386,3,5,1,4,3,3,2
1389,2,2,1,4,1,2,1
1391,1,3,2,2,2,2,3
1394,3,1,1,3,1,1,2
1395,4,3,2,5,1,1,2
1396,4,2,2,4,5,4,4
1398,4,2,1,2,1,1,1
1399,2,2,1,1,1,1,2
1400,3,3,4,4,2,2,3
1401,4,3,1,3,2,1,2
1402,3,4,3,4,2,1,4
1404,2,4,1,3,2,2,3
1405,1,4,1,2,2,2,2
1411,2,3,2,4,2,2,2
1413,4,4,3,4,3,3,4
1414,1,5,2,4,1,1,3
1417,3,2,2,3,3,3,3
1419,3,3,2,3,4,2,3
1420,4,3,3,3,2,2,3
1421,3,3,1,4,3,2,3
1422,4,2,2,3,2,2,3
1424,1,1,2,5,1,1,1
1425,1,3,2,3,2,2,2
1426,1,2,1,3,1,3,2
1431,1,2,1,3,2,2,3
1432,1,4,2,4,2,2,3
1433,1,2,1,3,1,1,1
1434,4,3,2,3,2,1,3
1438,4,5,4,2,3,2,5
1439,3,2,2,4,2,2,3
1440,3,3,1,3,2,1,2
1443,1,3,3,3,2,2,3
1447,3,2,2,5,2,1,2
1449,4,2,1,2,2,2,3
1450,3,3,2,3,2,2,3
1452,4,5,1,5,3,2,3
1453,4,3,1,3,1,1,2
1454,3,1,1,4,2,1,3
1457,3,3,2,3,2,2,4
1458,4,2,1,3,1,1,1
1459,4,2,1,3,3,3,2
1460,2,2,2,5,1,2,2
1461,2,3,2,3,2,2,4
1464,4,2,2,3,1,1,2
1466,3,4,1,4,3,3,3
1467,4,2,1,5,1,1,2
1468,3,3,3,4,2,1,4
1469,3,2,2,5,2,2,1
1471,4,4,2,3,1,2,3
1473,3,4,2,3,2,2,1
1474,3,2,1,4,1,2,1
1476,1,3,2,2,1,1,4
1483,4,3,3,4,3,3,2
1484,2,2,1,3,2,1,2
1486,4,3,1,3,1,1,1
1487,3,4,2,4,3,2,3
1491,1,3,2,4,2,2,3
1492,2,2,1,4,1,1,2
1494,4,4,4,5,2,2,4
1495,2,4,1,4,1,1,2
1496,2,2,1,3,2,2,2
1498,1,5,2,3,2,2,3
1499,4,3,2,3,1,1,2
1503,3,4,1,3,1,1,2
1504,2,2,1,3,1,1,2
1505,3,3,2,2,3,2,4
1507,1,4,1,3,4,3,2
1508,2,3,3,2,2,2,2
1509,4,4,2,1,2,2,2
1511,4,3,1,3,1,1,2
1512,1,4,1,4,1,1,1
1513,4,4,1,3,1,1,2
1514,3,3,1,5,1,1,2
1515,1,4,2,3,2,2,3
1516,1,3,2,4,2,2,2
1519,3,5,2,5,4,2,4
1522,3,2,2,4,2,2,3
1523,1,4,2,5,2,1,3
1524,2,2,2,3,2,2,3
1527,3,5,2,2,1,1,2
1528,2,3,2,3,1,2,3
1529,1,4,2,2,2,1,3
1530,3,3,2,3,1,1,3
1532,1,3,2,2,2,2,4
1533,1,3,1,3,2,2,3
1534,3,2,2,3,1,2,2
1535,3,2,1,3,2,1,3
1536,4,3,2,3,3,2,3
1537,3,3,1,3,4,2,3
1538,3,5,1,3,1,1,3
1540,2,2,1,3,1,1,3
1542,4,3,1,4,1,2,3
1543,1,5,2,2,2,2,6
1545,1,5,2,2,2,2,3
1546,1,2,1,3,2,2,3
1547,4,4,2,3,2,1,2
1548,4,2,1,2,1,1,2
1549,3,4,2,4,2,1,3
1550,4,3,2,3,2,2,3
1551,4,5,1,4,2,2,3
1552,3,2,2,3,1,2,2
1553,4,2,1,4,2,2,2
1556,3,3,3,5,1,1,2
1557,1,4,3,1,3,2,4
1558,4,3,1,3,1,1,2
1559,4,3,2,4,2,2,3
1560,3,3,2,4,2,2,3
1562,4,3,1,4,1,1,1
1563,4,3,1,3,2,2,3
1564,3,4,2,5,2,1,2
1565,3,5,1,3,2,1,3
1566,4,4,2,4,1,1,2
1568,3,4,1,4,2,2,2
1570,4,5,1,1,2,2,2
1574,3,3,1,3,3,3,3
1575,2,2,2,4,2,2,2
1580,4,3,3,2,2,1,3
1581,2,4,2,3,2,2,3
1582,4,2,1,3,2,2,2
1583,3,3,2,3,2,1,2
1584,4,5,3,3,1,2,3
1585,3,2,1,2,1,2,1
1586,3,2,1,2,1,1,2
1587,1,3,2,4,1,2,2
1591,2,3,2,2,3,2,4
1594,2,3,1,5,2,2,2
1595,4,3,2,3,2,2,3
1596,4,3,2,2,2,2,2
1599,4,4,2,3,2,2,3
1600,4,1,1,5,2,2,1
1601,3,3,2,5,1,1,3
1602,4,2,2,4,1,2,3
1603,3,5,4,5,1,1,3
1604,3,3,2,3,3,1,3
1605,4,4,2,4,2,2,3
1609,1,3,2,3,2,2,2
1610,5,5,5,5,5,5,5
1612,2,3,2,3,2,2,3
1615,3,2,4,4,2,2,3
1616,3,3,2,4,2,1,3
1617,1,3,2,2,2,2,3
1619,3,3,2,4,1,1,2
1622,1,2,1,5,1,1,1
1624,1,5,3,2,3,2,5
1625,3,4,2,3,2,3,2
1628,2,4,1,5,2,1,1
1629,1,1,1,3,1,1,2
1630,3,1,1,4,2,2,2
1631,4,2,1,3,1,1,2
1634,4,2,2,2,1,1,2
1636,2,3,1,2,2,1,3
1637,3,5,2,4,3,2,4
1641,4,1,1,5,2,2,2
1643,4,2,2,4,1,1,2
1644,4,4,1,2,2,2,3
1646,3,4,2,4,2,2,3
1647,3,3,2,4,2,2,3
1648,3,4,1,3,2,2,2
1649,3,5,5,5,1,1,4
1650,4,2,1,3,1,1,2
1653,3,3,1,3,2,1,1
1655,4,3,2,4,2,2,3
1656,3,5,2,4,2,2,3
1658,4,3,2,2,2,2,2
1659,3,5,2,3,3,3,3
1661,2,4,3,3,2,2,2
1662,3,4,1,4,2,1,2
1664,3,3,2,3,2,2,3
1665,3,2,2,3,3,3,3
1669,1,3,2,2,2,2,3
1670,4,2,2,4,2,1,2
1674,2,3,1,3,2,2,4
1675,2,2,2,4,2,2,3
1677,4,1,1,5,1,1,1
1678,4,2,1,4,2,2,3
1679,2,4,2,3,1,1,1
1680,3,3,2,4,2,2,3
1681,3,3,3,3,2,1,3
1682,2,4,4,5,2,2,4
1684,2,3,3,3,2,1,4
1687,2,3,2,5,3,1,3
